Instance,Income
112151,338927.9095133995
112152,141769.00642847372
112153,44868.16843478056
112154,40340.44119102332
112155,75352.64199268843
112156,59102.05536067968
112157,99730.86474003179
112158,27926.58990363651
112159,224749.0264702519
112160,38483.60403222696
112161,126038.73999263466
112162,84412.95638339204
112163,24421.372809734075
112164,40201.918474733335
112165,113341.55714016345
112166,34152.68245748861
112167,33417.64518230185
112168,34826.01752008065
112169,281358.9018366175
112170,239395.40574748334
112171,38601.61533498432
112172,15672.323660153259
112173,135777.86973605986
112174,22279.705866380584
112175,38921.18067600814
112176,25119.19271051595
112177,80874.40579313209
112178,14755.966341067193
112179,23412.461538929478
112180,23799.899693467618
112181,14467.342779357576
112182,232794.8362747038
112183,95187.7583427405
112184,12232.830389177932
112185,275735.86782031006
112186,17920.052349651793
112187,131593.19009217367
112188,79421.48269265886
112189,31335.641642298935
112190,58794.20039967625
112191,90121.58103512062
112192,243542.8625130961
112193,22957.54885640934
112194,197446.38064017484
112195,35694.44050693007
112196,22591.889800859106
112197,205409.72967630398
112198,23000.8058564634
112199,34190.24231171237
112200,38837.53641842083
112201,376315.5566735152
112202,123122.99000364314
112203,19519.44083744285
112204,22364.618222949735
112205,12745.897476941938
112206,108044.11144312608
112207,299753.93659232056
112208,48013.6653404637
112209,477042.9566621439
112210,40422.421130990435
112211,224025.20128674037
112212,35156.80417726689
112213,32193.79579294476
112214,252645.2784686795
112215,55132.77443234853
112216,97292.74096985674
112217,27455.539331667693
112218,27295.920989797443
112219,366396.3588501938
112220,35965.748485339864
112221,14207.802171558951
112222,30049.962031644027
112223,46937.03972081219
112224,183951.0471217033
112225,25535.880724676783
112226,78615.35642263194
112227,51479.883069252646
112228,106249.14984176421
112229,42151.70030924097
112230,180904.61721249175
112231,8396.088426641776
112232,132899.17551530252
112233,26480.26683041762
112234,42265.651318675446
112235,19505.419158563436
112236,141297.94015419163
112237,358165.3559685224
112238,28857.56050428881
112239,29166.24266397334
112240,27228.403459071666
112241,20278.2935075956
112242,31997.437115901826
112243,95158.87453826686
112244,182795.47888746718
112245,96984.5883974081
112246,47178.67052467837
112247,446389.09861775296
112248,72101.76993868256
112249,10263.777230019945
112250,45529.10721261298
112251,49574.802752502896
112252,47889.57152487237
112253,13052.566742370978
112254,273676.2280561615
112255,38201.57363714465
112256,25746.092116652428
112257,35911.141769133894
112258,503153.8138510335
112259,141254.8840785494
112260,132333.35478687513
112261,376507.25339591235
112262,88113.40561883974
112263,26953.674906239565
112264,62211.563340964734
112265,20179.026458293698
112266,34209.747039771755
112267,33260.724073964804
112268,71700.63394057399
112269,397144.4240619504
112270,16678.788057958296
112271,68894.49924014533
112272,90960.96543473811
112273,153935.43092771078
112274,14154.035436411157
112275,161297.27082870592
112276,231601.7716207996
112277,47800.054704836344
112278,27829.77134742748
112279,27093.0053105536
112280,146295.93839834398
112281,45014.51733171063
112282,207488.97095190198
112283,76800.54927287191
112284,62397.129070154566
112285,65948.86410810692
112286,49323.31497234046
112287,26664.421057812106
112288,70091.90129572662
112289,305359.3524662385
112290,163736.8723432399
112291,24724.30632851832
112292,595341.3025006474
112293,28822.010028648634
112294,316539.3973162563
112295,59620.480286330596
112296,213261.00552215948
112297,41333.21320438117
112298,35902.11403298032
112299,26695.345308803597
112300,22657.098541925145
112301,19382.263020358
112302,27383.035297253
112303,16430.80916169619
112304,202964.21125897506
112305,17403.695970538745
112306,50500.68706897577
112307,29921.44916274754
112308,91691.33912202633
112309,47034.777283934156
112310,26506.32279333437
112311,102651.4424477548
112312,31831.46235637662
112313,89058.14421909417
112314,15598.485399608255
112315,213650.21622613544
112316,25314.537793665204
112317,30407.588277649735
112318,22239.677085777443
112319,10053.95953489166
112320,824650.6704679755
112321,45408.54982723554
112322,28236.551988656545
112323,114482.17604703162
112324,334029.04525072715
112325,235066.90334013005
112326,113705.69252608136
112327,286421.72672765295
112328,94541.47982074936
112329,175004.83749150013
112330,425228.3977179303
112331,337223.4093093973
112332,269597.57432520133
112333,330193.17152527923
112334,224131.48982084738
112335,59907.96296866539
112336,16526.207464278774
112337,224287.62298449958
112338,315421.85862693377
112339,229464.67653345305
112340,32566.341433521164
112341,1098303.7124506622
112342,32472.01922584643
112343,39449.31146686481
112344,39407.59068228028
112345,32518.523789179148
112346,100115.01610649761
112347,16047.75479492418
112348,16613.58359115627
112349,16849.013444002543
112350,83965.66231917641
112351,31375.972362495384
112352,54487.974553059226
112353,11655.84676098212
112354,133911.25890229337
112355,58535.1601489329
112356,57562.46244706853
112357,47993.249114234066
112358,86141.93853419457
112359,33866.1228916131
112360,28027.232700214754
112361,167909.10229690725
112362,75736.43045042438
112363,55206.27354823385
112364,8647.103220085331
112365,15175.296464202796
112366,23712.836961595516
112367,35559.45886447125
112368,36171.024186172115
112369,161121.75979498608
112370,9115.631520924111
112371,347679.2532101314
112372,111122.63522384188
112373,60032.971304444785
112374,21181.10084911625
112375,37391.101269615574
112376,93947.13026779577
112377,121763.18472852635
112378,62673.25339884826
112379,96274.06602508447
112380,62292.84710555008
112381,81146.8305503217
112382,104034.76301517762
112383,37473.340642232906
112384,214094.13100221707
112385,22392.790190648135
112386,166427.45825157381
112387,68741.92078485688
112388,30186.924242984194
112389,35143.44790283796
112390,22884.01342312039
112391,25254.28937257855
112392,91660.04895562217
112393,51296.24844812085
112394,43288.96303708756
112395,32706.85342384345
112396,83138.49213714115
112397,33108.64828546899
112398,429986.99624740443
112399,94855.88367849674
112400,64703.08159201683
112401,124608.27144331957
112402,806975.0999973371
112403,151150.34252905555
112404,80608.86527767072
112405,36830.51796288024
112406,15295.196625171002
112407,20107.72118407362
112408,29223.10138452606
112409,70329.40807127775
112410,18330.510621739202
112411,114631.9263495872
112412,104035.01469065863
112413,16526.645801330305
112414,61140.294685783425
112415,151589.59085451314
112416,83322.9115436407
112417,90495.48864600724
112418,42597.17427626727
112419,178338.11121883805
112420,39152.21787788711
112421,220289.13246064197
112422,80345.45187015367
112423,47648.732681091125
112424,25627.12471948257
112425,15338.106768184905
112426,107574.55264241899
112427,278216.3630562524
112428,175116.4498537968
112429,20767.47246753146
112430,28230.977404668734
112431,142674.59317441075
112432,23590.671739386205
112433,111718.91921167576
112434,18974.820156399062
112435,36159.75409295739
112436,51416.358614172364
112437,82762.72572750907
112438,83508.0580726218
112439,21712.09076139746
112440,230707.5292851325
112441,26843.97144372135
112442,279096.91098841303
112443,55068.845329524425
112444,35483.42245765
112445,64513.213868560364
112446,472846.25947726273
112447,708749.9215873212
112448,62482.31640454587
112449,76736.52411826102
112450,29398.38885351059
112451,114727.6469113645
112452,19668.033726529564
112453,35715.58871406196
112454,105032.01322651074
112455,688902.1879989457
112456,42234.93579524399
112457,180385.59059966297
112458,92106.2639737885
112459,33527.24710904419
112460,71353.61411951194
112461,390112.8923607441
112462,133346.5909102821
112463,59918.73987914736
112464,58485.56305670391
112465,158570.36626331153
112466,163792.44981345636
112467,35578.55136932935
112468,17002.834017203193
112469,52602.85519472122
112470,24664.777268462833
112471,41797.493742715706
112472,160840.48534104496
112473,75293.01301005633
112474,32429.43642929949
112475,89488.30724593304
112476,73397.16299812273
112477,43208.12762178555
112478,80706.35458426716
112479,22065.25649875764
112480,50160.65089279024
112481,204544.66108451015
112482,53784.748368011264
112483,295453.0377530621
112484,67870.57234035994
112485,89542.9839396425
112486,14407.320461523124
112487,19230.001425595467
112488,111846.17490456793
112489,42468.85078757366
112490,293373.5887218546
112491,72381.26692396394
112492,45439.993438728394
112493,375202.38237062836
112494,21133.915540772585
112495,13370.938794591353
112496,15335.471560593835
112497,201300.5450325611
112498,27124.428310773146
112499,37695.29216352518
112500,20321.12840272281
112501,50898.40652725921
112502,59616.82254927703
112503,40988.50356916395
112504,48065.73846374478
112505,19553.101101435524
112506,68875.36447786659
112507,95497.38504337161
112508,72514.15429245804
112509,19082.69519105689
112510,27154.95113117903
112511,132370.72101360603
112512,30716.094896192335
112513,54479.892322118896
112514,31148.94850678988
112515,87066.81549164209
112516,84198.52605630682
112517,19599.80531572615
112518,69006.1765330765
112519,15743.282252559597
112520,30972.396058561553
112521,148583.3828857492
112522,54706.43337889704
112523,34382.23068697973
112524,60029.80794599576
112525,15378.344428186976
112526,24646.44963089376
112527,30700.911164085494
112528,17775.64838375346
112529,20860.681181756445
112530,81573.14933540461
112531,184649.61952508488
112532,148351.52037919287
112533,95081.9465716434
112534,223898.85585285068
112535,57168.32172320591
112536,101419.19604595579
112537,46290.84943778253
112538,8832.362559449948
112539,151738.0849808541
112540,17589.82420831686
112541,64576.178221469854
112542,186781.06958645902
112543,62282.182827217606
112544,242943.55701988155
112545,32167.47787596633
112546,21193.823446449154
112547,98331.50898039257
112548,482143.8319371225
112549,84148.70826068649
112550,90338.07978645604
112551,17384.7177607088
112552,140158.343466333
112553,46778.37582025782
112554,84325.37294167893
112555,20600.948265089253
112556,81285.59933989416
112557,66814.68405831343
112558,90502.01877198786
112559,43664.64941089242
112560,55379.94644923891
112561,160244.0236249418
112562,15133.641167359192
112563,150044.44890964302
112564,391869.7335533554
112565,135724.74489273957
112566,23809.48918396045
112567,22642.365289644935
112568,38034.27384686955
112569,110007.70862653914
112570,23443.949715785173
112571,115864.4622019393
112572,142609.4313014584
112573,14637.07193790508
112574,111596.13013333273
112575,72184.05988138678
112576,65755.11357100178
112577,354265.24768631055
112578,416442.80874700483
112579,113300.41082443425
112580,138498.0439674367
112581,42100.707030264464
112582,32989.90164411944
112583,17563.392449331932
112584,157522.61781378105
112585,32100.648036990657
112586,11110.995190990136
112587,134931.02020579355
112588,83084.0232608722
112589,154824.6807878666
112590,20566.509256360634
112591,132184.07703974767
112592,19773.804438824656
112593,28083.557552345155
112594,37353.79775530683
112595,33879.606085952495
112596,63104.171833965476
112597,39288.221838899226
112598,35236.149340380776
112599,12326.049880396124
112600,18769.970674791202
112601,123074.83801577201
112602,36470.22384634438
112603,58777.19262222497
112604,153366.49663261327
112605,27145.026494272104
112606,48390.078086218295
112607,50726.04927510047
112608,82491.70445685914
112609,170356.51074032113
112610,75134.15564223143
112611,164557.06132027748
112612,173582.16033465264
112613,97413.12093440295
112614,166273.24794453042
112615,74715.02699505429
112616,106574.08488047346
112617,133391.59846012303
112618,400168.77197563165
112619,29453.03209776353
112620,14500.111038084751
112621,21015.349260998293
112622,126698.5864096334
112623,55484.956788648284
112624,30652.220166361734
112625,30098.049806809096
112626,131777.02745638374
112627,34268.059421408434
112628,45297.50522216911
112629,27152.362303198002
112630,35704.5864198238
112631,67910.48780567686
112632,263434.23400121176
112633,132187.1616827895
112634,53518.87457820363
112635,37013.03607022011
112636,51258.559308065785
112637,167142.15345469367
112638,15410.663506963492
112639,62483.27782862801
112640,17044.250324007946
112641,22425.42348403842
112642,229096.7007014357
112643,67265.35582942767
112644,116739.41878459223
112645,42940.57256128512
112646,20552.741850468905
112647,14211.373725007354
112648,45823.21526752492
112649,21378.204238007922
112650,23856.338182862808
112651,44754.892461523996
112652,12477.871410854244
112653,13316.119372145095
112654,33769.94428304232
112655,24460.48510781909
112656,22560.59818008106
112657,316622.930262203
112658,560241.8104333964
112659,162570.24922975485
112660,38310.44555563451
112661,169375.91347384625
112662,85075.47834685413
112663,89513.13174869416
112664,181997.85132003445
112665,380479.0701512143
112666,108032.31044171668
112667,31598.411617752514
112668,46784.55069768932
112669,130681.2285670262
112670,15970.47676881178
112671,179895.8786256758
112672,139835.74657304885
112673,44087.484690123936
112674,23612.91932570404
112675,50163.08315288637
112676,38980.71074567233
112677,63212.04003985481
112678,28010.54589043501
112679,91308.36134557413
112680,104530.63705935694
112681,21521.267117557578
112682,112098.03470096998
112683,20163.889788515346
112684,311816.9529215832
112685,26510.90468749157
112686,41016.414288017484
112687,31416.508226575508
112688,42337.12110476924
112689,108882.33838355761
112690,42673.464449695755
112691,53009.247139151375
112692,28693.285515430976
112693,114290.85714018557
112694,22259.858731489905
112695,167145.40767475523
112696,177026.19285857282
112697,112874.3212232208
112698,86205.15890242904
112699,243864.04230749776
112700,223438.64123176457
112701,353910.68558583985
112702,119755.28968683448
112703,22240.428827282623
112704,50816.129929856026
112705,319777.9498932356
112706,60709.05388297205
112707,36745.16312810395
112708,100186.03894554499
112709,146310.75489037437
112710,49249.74471608134
112711,70593.7594111068
112712,13640.890224415758
112713,71415.45963004408
112714,94348.07914639884
112715,104984.94955124521
112716,13749.838726234142
112717,11812.929946805805
112718,73928.94448770827
112719,53105.74028797185
112720,22294.622595615092
112721,28745.839109777386
112722,26883.555971630638
112723,21210.809821907853
112724,34132.91844489062
112725,56545.6678333831
112726,17149.493067188618
112727,64541.16068079751
112728,166570.85105700468
112729,44944.35517260084
112730,25564.124447393162
112731,41339.397697996996
112732,11333.566857382026
112733,47896.59161411372
112734,186316.0762267961
112735,13582.644621465
112736,68116.69904904155
112737,67630.19245637367
112738,387777.24991856125
112739,39377.57108950847
112740,89346.03394363303
112741,21483.49023045439
112742,24213.45288322069
112743,26664.168420879636
112744,110221.37214782277
112745,159148.64428578463
112746,23483.98373534288
112747,76886.98315036485
112748,297108.8651109155
112749,39065.33477011588
112750,11849.312727910754
112751,462664.84903234214
112752,43404.22020591124
112753,35338.43509710379
112754,84520.48932540364
112755,32935.685150966565
112756,52746.39094433407
112757,63803.06386900958
112758,31125.011681966018
112759,11132.83908440278
112760,34239.76790623493
112761,71072.61396760853
112762,326411.468746815
112763,13102.329263848922
112764,161654.40683433192
112765,8259.067462487961
112766,79349.66392249464
112767,747378.8891579685
112768,23865.29487911682
112769,119204.88321477638
112770,30099.742311621354
112771,81528.75566197115
112772,38892.148468859545
112773,90599.74150357845
112774,28747.047829511575
112775,47411.04105602937
112776,17601.89996570871
112777,17040.768002696015
112778,674707.6751106586
112779,198372.38534173602
112780,143484.33508867625
112781,89809.05513504584
112782,40409.44372025689
112783,31227.420950719556
112784,28072.11105734802
112785,25332.921193572805
112786,96358.24457203677
112787,56713.14922545126
112788,31844.86419985981
112789,67530.99829191566
112790,105641.25450993633
112791,168656.45166369015
112792,15129.139456454657
112793,40303.415357764454
112794,613472.3433060005
112795,17995.60510181932
112796,48840.15989189786
112797,45461.08992421971
112798,61603.53880561731
112799,111773.98336442011
112800,32184.71990881991
112801,21490.330240011746
112802,160245.75892741588
112803,475926.32890164264
112804,42028.38408844345
112805,38437.74633128061
112806,11907.022305104827
112807,14432.000265031864
112808,280544.09951432067
112809,32382.303549776472
112810,167888.49116677133
112811,124466.66989477415
112812,76588.76035894749
112813,184108.7617071453
112814,44237.179374315354
112815,51802.09271924045
112816,19576.424500825568
112817,80239.77845358028
112818,49672.9686503309
112819,54477.307484436154
112820,348045.65513019246
112821,19593.889030094597
112822,27070.738997640856
112823,38967.3114373098
112824,20963.470890190656
112825,37626.738001369704
112826,60927.36490989672
112827,52985.129663231215
112828,62883.93418183079
112829,15095.685615795202
112830,51377.473413380096
112831,95042.27441653269
112832,50137.8383719699
112833,161969.34790463507
112834,37711.87673849606
112835,155311.12945097865
112836,34265.198028441264
112837,106484.19485918956
112838,410833.2845558882
112839,34888.866893199265
112840,82689.91028967447
112841,104259.30303612555
112842,214053.5700322822
112843,61936.01677195833
112844,39087.16404845119
112845,28055.217426109102
112846,236599.4645457673
112847,33411.94611881522
112848,198592.35266381275
112849,117489.90989588622
112850,153317.9868164273
112851,160872.01396978387
112852,19697.070701884924
112853,335221.81035371125
112854,40607.85401477841
112855,314479.30182614387
112856,28505.326738433567
112857,24667.88425108284
112858,26073.099182881426
112859,128788.63576179194
112860,43697.561432603994
112861,177385.14253683737
112862,19105.220212450502
112863,52548.317671731114
112864,181297.19282423749
112865,15040.265183154233
112866,282357.5209194636
112867,21339.69922266812
112868,44739.01240650127
112869,68320.4167508062
112870,65634.34851417207
112871,136656.93981470953
112872,18393.404514878013
112873,159841.8677961647
112874,87075.2683432977
112875,76324.06312015842
112876,228462.73345934702
112877,42708.94453423424
112878,350162.28487594187
112879,307849.917386126
112880,28054.28598846832
112881,32119.587115143702
112882,434136.08841263584
112883,27895.187718553978
112884,10004.667754816659
112885,56945.6111978399
112886,62094.797928381966
112887,15503.987092347834
112888,120323.63321293036
112889,72445.76372299048
112890,145747.66472616702
112891,131496.16894053709
112892,49370.84689496454
112893,32633.212289196454
112894,253444.44725288547
112895,14771.334742849585
112896,7972.418763331998
112897,44569.05665981932
112898,166165.38992132153
112899,23453.456839030332
112900,57763.46598855763
112901,47230.13175378451
112902,33502.54984753357
112903,174115.7799502403
112904,214960.57998609607
112905,38317.724068069314
112906,35996.37759699281
112907,12652.74014396584
112908,10548.925229129161
112909,457402.6170195046
112910,139515.99429941745
112911,51167.91778982114
112912,23920.097119017286
112913,62663.15515486639
112914,21099.311649091935
112915,191739.22545349892
112916,276025.0487876619
112917,84936.4006861257
112918,65102.87894049457
112919,31776.99937511272
112920,22929.8779881392
112921,18879.06473812492
112922,160022.12463442047
112923,116574.71102309292
112924,71252.21989736773
112925,183795.90699438364
112926,22387.50421846814
112927,18754.537430721615
112928,12748.249796405307
112929,64943.37415286025
112930,560087.9426259447
112931,75362.05881067664
112932,186660.23304683698
112933,29977.317636587242
112934,85403.95681639804
112935,58419.263877119825
112936,123566.50475599195
112937,418921.04711400066
112938,38999.02465231105
112939,10090.235890755046
112940,56172.65299530819
112941,344943.4060885741
112942,7899.855125615003
112943,303932.8257212319
112944,33086.330478975324
112945,134120.3614464555
112946,64178.89320577053
112947,48894.12223882906
112948,27935.30123208304
112949,28950.963074042218
112950,155712.15803394135
112951,30914.39188523534
112952,18840.159505500767
112953,20060.013853741213
112954,60883.81646635354
112955,10353.655800176799
112956,18385.259486527495
112957,25977.217275486906
112958,577917.230943987
112959,60527.22441173385
112960,54525.388989069404
112961,313007.63068048825
112962,80901.14432111666
112963,99466.42237662325
112964,19048.56441224311
112965,25119.024022092643
112966,630615.0373542343
112967,31501.93745199265
112968,11968.624853070209
112969,69668.28594889505
112970,14955.038592718172
112971,58803.47220022427
112972,179043.3143951049
112973,28416.037377854893
112974,104427.29608643767
112975,43269.73828473553
112976,18162.1387881837
112977,19679.933899273157
112978,110482.44697866138
112979,223591.15736235055
112980,617410.612269508
112981,76580.72393584313
112982,30163.08130954789
112983,74598.76084910768
112984,13016.386968236275
112985,23112.357504916792
112986,18635.96335161843
112987,20029.738810797375
112988,27589.470311917965
112989,63347.539594146416
112990,70688.12779882384
112991,35763.67281368278
112992,20869.304405573435
112993,101966.1131208457
112994,18865.040477688664
112995,146343.4391353638
112996,13757.310624976
112997,364204.1938001119
112998,22152.22022353042
112999,39839.880525632274
113000,10652.79867923266
113001,33830.82231566884
113002,32625.601927468302
113003,71315.0006152809
113004,101289.95905380501
113005,30747.083403307526
113006,24189.544292202878
113007,12907.512118257138
113008,30349.12742158102
113009,20266.335067611537
113010,29218.017782723993
113011,37336.742676341164
113012,30333.765098994973
113013,22008.49932097689
113014,71729.58668342816
113015,128148.85056321564
113016,367714.93276127847
113017,92701.6239240794
113018,51103.01998885362
113019,153857.16253889658
113020,37321.13875580642
113021,24438.692888907728
113022,58389.13252116291
113023,64967.88892628434
113024,59646.698330828505
113025,22663.420881057365
113026,18481.760651033637
113027,24113.77803126124
113028,18809.168991340102
113029,200537.1308224037
113030,71771.78925025609
113031,47691.98062846472
113032,20023.08281449756
113033,107537.27155989702
113034,26818.314793097787
113035,31602.45535588646
113036,130949.07223211382
113037,88175.32640320096
113038,69487.54142584365
113039,78942.92063831846
113040,31280.437276484525
113041,25183.788813682524
113042,192022.28775151042
113043,15013.186663867438
113044,263334.2440801742
113045,692830.5552774181
113046,33551.40971573985
113047,29133.13021034576
113048,16455.937547494996
113049,110071.80156362342
113050,109590.54145368331
113051,103418.58189471423
113052,13806.535384754805
113053,64181.14499445077
113054,67729.16303259916
113055,25492.455388669558
113056,79708.61406695271
113057,30894.2692168008
113058,12645.698589173797
113059,59099.208629946464
113060,74439.40817422218
113061,35715.54802210479
113062,76120.42989398894
113063,202986.7091514825
113064,93069.74544083154
113065,20029.315476700132
113066,25615.487165639173
113067,61141.298606040335
113068,74484.62547240758
113069,19481.847707226425
113070,98388.42139253172
113071,165706.06494075194
113072,22188.53177740526
113073,308423.94357603573
113074,134273.42113854352
113075,25005.445962450052
113076,95734.35599587705
113077,54316.17090511838
113078,30137.594894875252
113079,76338.76455535949
113080,64286.72245530678
113081,29730.341784092212
113082,26282.277534702273
113083,40422.29200569479
113084,71413.89462684831
113085,35331.425563425684
113086,198329.71207536967
113087,585738.9604903095
113088,38843.66923166712
113089,250438.75270830397
113090,29970.20772047098
113091,29692.18434406137
113092,81745.52751120797
113093,39363.63147760032
113094,155824.2825047088
113095,106195.21761066015
113096,52457.506584951734
113097,50634.409258164196
113098,223727.93785273316
113099,14852.608610475787
113100,33407.44211159849
113101,282692.0700417392
113102,250127.26364815468
113103,35813.838791890616
113104,54118.59094741828
113105,21673.72999235608
113106,145184.5453604894
113107,100191.50877329464
113108,159475.96805855405
113109,15979.972617984527
113110,52463.1270606765
113111,133392.87364355306
113112,85498.8173647494
113113,130914.17333969174
113114,42378.23026846478
113115,38874.05603140897
113116,79877.81167681774
113117,177132.5811917868
113118,9486.939109566576
113119,194653.0089068112
113120,80439.20114464378
113121,40154.58418113266
113122,114640.88050101411
113123,431419.98491353303
113124,27299.389409578063
113125,142362.78151876788
113126,103700.8830924852
113127,55934.10405772682
113128,35617.18617940147
113129,193275.52301477475
113130,154418.2042322164
113131,69025.68113991042
113132,94244.61922591685
113133,76680.83567578444
113134,414456.9187868528
113135,73649.28997763518
113136,100705.8662746553
113137,38368.39356171141
113138,71855.22632989797
113139,104911.08659566464
113140,185204.54189615176
113141,65928.75265645949
113142,27843.614621774665
113143,29384.0079019271
113144,173405.88587596407
113145,85846.74465003678
113146,48585.30502265559
113147,17355.352082922163
113148,175796.85803006167
113149,39786.98820497331
113150,23531.133781471042
113151,28160.706156553802
113152,52429.855110462886
113153,246229.01039514987
113154,116521.76896475739
113155,34637.64575320615
113156,625668.0125785749
113157,146935.4137862566
113158,29743.144153123125
113159,243881.97679125232
113160,31302.256011988396
113161,153844.93978093046
113162,59691.88188242256
113163,18711.55217327498
113164,33352.487545490345
113165,224996.09583006141
113166,32108.063964571455
113167,164565.55703926264
113168,38343.15708513208
113169,41085.47729604836
113170,192093.99243545337
113171,76329.0662611347
113172,62051.326731370216
113173,27880.67398606335
113174,91998.9829010055
113175,48624.78740096386
113176,95813.04823970413
113177,81603.74673803526
113178,30494.927353051553
113179,21022.84755174184
113180,36130.96481967699
113181,39264.512999455896
113182,16812.581490308057
113183,12090.819831553064
113184,33656.60988989702
113185,119369.23925828669
113186,146559.04170637854
113187,139395.6130705815
113188,37952.70418515863
113189,137988.17407932496
113190,48141.87996812958
113191,24796.395041677413
113192,21447.13829074366
113193,115586.41686005855
113194,36396.37076349183
113195,236843.5328668192
113196,21385.780529464777
113197,713391.4182031222
113198,130222.69650088373
113199,33688.02072542716
113200,23216.43002077982
113201,30501.63145513924
113202,27526.060084571163
113203,13643.493478021162
113204,154979.9608552492
113205,862701.2865540454
113206,57786.8550265068
113207,10825.599181831461
113208,184895.93375598206
113209,120900.31835634966
113210,78587.16800982654
113211,46736.1673224376
113212,75857.15509395207
113213,61370.801251691766
113214,18825.527972195578
113215,66025.17454720115
113216,85595.81794350913
113217,26632.52230588904
113218,22578.509969834242
113219,24631.235101605966
113220,164529.66480958377
113221,19117.683402741804
113222,28517.534214704407
113223,112306.94920980913
113224,24253.664177056566
113225,79037.72341865428
113226,48338.01655318233
113227,80279.99067285519
113228,31167.290887605686
113229,13954.033213320683
113230,27840.382784959278
113231,51139.75015179567
113232,284931.5676680107
113233,37103.168830932314
113234,22586.41734797422
113235,259137.83111227892
113236,65181.503264039864
113237,189746.5861430165
113238,62109.85668791565
113239,16058.077928956945
113240,58707.19758118316
113241,116675.34745384386
113242,94876.47059797955
113243,100625.0821359312
113244,33944.80478717192
113245,98920.16907319971
113246,77535.9877791373
113247,55706.84210143234
113248,62957.5512946178
113249,104806.08406594995
113250,297738.18110465736
113251,45531.972296726766
113252,32509.821397546948
113253,24199.39399214037
113254,101680.48418796892
113255,251402.15788577116
113256,27477.91375652216
113257,142110.45364575915
113258,16994.790139582143
113259,17301.352635778803
113260,49340.912094551284
113261,26620.760640573917
113262,62532.509019314566
113263,551332.3051785124
113264,12925.473099592917
113265,62843.912335944144
